test_id,user_id,date,session_type,category,sex,experience,bw_lb,step,lift,weight_lb,sets,reps,target_rpe,decision,tier,rel_strength,reason,adj
U903-cut-wk03-LOWER-03,U903,2026-06-12,LOWER,progression,male,intermediate,195.5,2.5,squat,222.5,3,5,8.0,decrease_small,,,readiness_low_cut_5pct_conservative,readinessCut
U903-cut-wk03-LOWER-03,U903,2026-06-12,LOWER,progression,male,intermediate,195.5,2.5,hack_squat,295.0,3,8,7.5,decrease_small,,,readiness_low_cut_5pct_conservative,readinessCut
U903-cut-wk04-UPPER-00,U903,2026-06-15,UPPER,progression,male,intermediate,194.6,2.5,bench,205.0,4,5,8.0,hold,base,1.229,conservative_hold_until_easy_success_margin,none
U903-cut-wk04-UPPER-00,U903,2026-06-15,UPPER,progression,male,intermediate,194.6,2.5,triceps_pressdown,65.0,3,15,7.5,hold,,,isolation_double_progression_add_rep_first,none
U903-cut-wk04-LOWER-01,U903,2026-06-17,LOWER,progression,male,intermediate,194.6,2.5,squat,222.5,3,5,8.0,hold,,,conservative_hold_until_easy_success_margin,none
U903-cut-wk04-LOWER-01,U903,2026-06-17,LOWER,progression,male,intermediate,194.6,2.5,hack_squat,295.0,3,8,7.5,hold,,,conservative_hold_until_easy_success_margin,none
U903-cut-wk04-UPPER-02,U903,2026-06-19,UPPER,progression,male,intermediate,194.6,2.5,bench,205.0,4,5,8.0,hold,base,1.229,conservative_hold_until_easy_success_margin,none
U903-cut-wk04-UPPER-02,U903,2026-06-19,UPPER,progression,male,intermediate,194.6,2.5,triceps_pressdown,65.0,3,16,7.5,hold,,,isolation_double_progression_add_rep_first,none
U903-cut-wk04-LOWER-03,U903,2026-06-21,LOWER,progression,male,intermediate,194.6,2.5,squat,222.5,3,5,8.0,hold,,,conservative_hold_until_easy_success_margin,none
U903-cut-wk04-LOWER-03,U903,2026-06-21,LOWER,progression,male,intermediate,194.6,2.5,hack_squat,295.0,3,8,7.5,hold,,,conservative_hold_until_easy_success_margin,none
U903-cut-wk05-UPPER-00,U903,2026-06-24,UPPER,progression,male,intermediate,194.1,2.5,bench,205.0,4,5,8.0,hold,base,1.232,conservative_hold_until_easy_success_margin,none
U903-cut-wk05-UPPER-00,U903,2026-06-24,UPPER,progression,male,intermediate,194.1,2.5,triceps_pressdown,65.0,3,17,7.5,hold,,,isolation_double_progression_add_rep_first,none
U903-cut-wk05-LOWER-01,U903,2026-06-26,LOWER,progression,male,intermediate,194.1,2.5,squat,222.5,3,5,8.0,hold,,,conservative_hold_until_easy_success_margin,none
U903-cut-wk05-LOWER-01,U903,2026-06-26,LOWER,progression,male,intermediate,194.1,2.5,hack_squat,295.0,3,8,7.5,hold,,,conservative_hold_until_easy_success_margin,none
U903-cut-wk05-UPPER-02,U903,2026-06-28,UPPER,progression,male,intermediate,194.1,2.5,bench,205.0,4,5,8.0,hold,base,1.232,conservative_hold_until_easy_success_margin,none
U903-cut-wk05-UPPER-02,U903,2026-06-28,UPPER,progression,male,intermediate,194.1,2.5,triceps_pressdown,65.0,3,18,7.5,hold,,,isolation_double_progression_add_rep_first,none
U903-cut-wk05-LOWER-03,U903,2026-06-30,LOWER,progression,male,intermediate,194.1,2.5,squat,200.0,2,5,7.0,deload,,,planned_deload_10pct_load_1set_cut,deload
U903-cut-wk05-LOWER-03,U903,2026-06-30,LOWER,progression,male,intermediate,194.1,2.5,hack_squat,265.0,2,8,7.0,deload,,,planned_deload_10pct_load_1set_cut,deload
U904-wk00-s00,U904,2026-06-04,BENCH,progression,male,advanced,183.0,1.25,bench,235.0,5,4,8.0,hold,medium,1.455,conservative_hold_until_easy_success_margin,none
U904-wk00-s00,U904,2026-06-04,BENCH,progression,male,advanced,183.0,1.25,ohp,145.0,3,5,8.0,hold,medium,0.924,conservative_hold_until_easy_success_margin,none
U904-wk00-s01,U904,2026-06-07,BENCH,progression,male,advanced,183.1,1.25,bench,235.0,5,4,8.0,hold,medium,1.455,conservative_hold_until_easy_success_margin,none
U904-wk00-s01,U904,2026-06-07,BENCH,progression,male,advanced,183.1,1.25,ohp,145.0,3,5,8.0,hold,medium,0.924,conservative_hold_until_easy_success_margin,none
U904-wk01-s00,U904,2026-06-10,BENCH,progression,male,advanced,182.7,1.25,bench,235.0,5,4,8.0,hold,medium,1.458,conservative_hold_until_easy_success_margin,none
U904-wk01-s00,U904,2026-06-10,BENCH,progression,male,advanced,182.7,1.25,ohp,145.0,3,5,8.0,hold,medium,0.926,conservative_hold_until_easy_success_margin,none
U904-wk01-s01,U904,2026-06-13,BENCH,progression,male,advanced,182.9,1.25,bench,235.0,5,4,8.0,hold,medium,1.456,conservative_hold_until_easy_success_margin,none
U904-wk01-s01,U904,2026-06-13,BENCH,progression,male,advanced,182.9,1.25,ohp,145.0,3,5,8.0,hold,medium,0.925,conservative_hold_until_easy_success_margin,none
U904-wk02-s00,U904,2026-06-16,BENCH,progression,male,advanced,182.9,1.25,bench,235.0,5,4,8.0,hold,medium,1.456,conservative_hold_until_easy_success_margin,none
U904-wk02-s00,U904,2026-06-16,BENCH,progression,male,advanced,182.9,1.25,ohp,145.0,3,5,8.0,hold,medium,0.925,conservative_hold_until_easy_success_margin,none
U904-wk02-s01,U904,2026-06-19,BENCH,progression,male,advanced,183.6,1.25,bench,235.0,5,4,8.0,hold,medium,1.451,conservative_hold_until_easy_success_margin,none
U904-wk02-s01,U904,2026-06-19,BENCH,progression,male,advanced,183.6,1.25,ohp,145.0,3,5,8.0,hold,medium,0.921,conservative_hold_until_easy_success_margin,none
U904-wk03-s00,U904,2026-06-22,BENCH,progression,male,advanced,182.9,1.25,bench,235.0,5,4,8.0,hold,medium,1.456,conservative_hold_until_easy_success_margin,none
U904-wk03-s00,U904,2026-06-22,BENCH,progression,male,advanced,182.9,1.25,ohp,145.0,3,5,8.0,hold,medium,0.925,conservative_hold_until_easy_success_margin,none
U904-wk03-s01,U904,2026-06-25,BENCH,progression,male,advanced,182.6,1.25,bench,235.0,5,4,8.0,hold,medium,1.459,conservative_hold_until_easy_success_margin,none
U904-wk03-s01,U904,2026-06-25,BENCH,progression,male,advanced,182.6,1.25,ohp,145.0,3,5,8.0,hold,medium,0.926,conservative_hold_until_easy_success_margin,none
U904-wk04-s00,U904,2026-06-28,BENCH,progression,male,advanced,183.1,1.25,bench,235.0,5,4,8.0,hold,medium,1.455,conservative_hold_until_easy_success_margin,none
U904-wk04-s00,U904,2026-06-28,BENCH,progression,male,advanced,183.1,1.25,ohp,145.0,3,5,8.0,hold,medium,0.924,conservative_hold_until_easy_success_margin,none
U904-wk04-s01,U904,2026-07-01,BENCH,progression,male,advanced,183.2,1.25,bench,223.75,5,4,8.0,decrease_small,,,grinder_or_failure_small_drop,readinessCut
U904-wk04-s01,U904,2026-07-01,BENCH,progression,male,advanced,183.2,1.25,ohp,145.0,3,5,8.0,hold,,,conservative_hold_after_miss_or_high_rpe,none
U904-wk05-s00,U904,2026-07-04,BENCH,progression,male,advanced,183.0,1.25,bench,223.75,5,4,8.0,hold,medium,1.385,conservative_hold_until_easy_success_margin,none
U904-wk05-s00,U904,2026-07-04,BENCH,progression,male,advanced,183.0,1.25,ohp,145.0,3,5,8.0,hold,,,conservative_hold_after_miss_or_high_rpe,none
U904-wk05-s01,U904,2026-07-07,BENCH,progression,male,advanced,183.4,1.25,bench,223.75,5,4,8.0,hold,,,conservative_hold_after_miss_or_high_rpe,none
U904-wk05-s01,U904,2026-07-07,BENCH,progression,male,advanced,183.4,1.25,ohp,145.0,3,5,8.0,hold,medium,0.923,conservative_hold_until_easy_success_margin,none
U904-wk06-s00,U904,2026-07-10,BENCH,progression,male,advanced,183.2,1.25,bench,223.75,5,4,8.0,hold,,,conservative_hold_after_miss_or_high_rpe,none
U904-wk06-s00,U904,2026-07-10,BENCH,progression,male,advanced,183.2,1.25,ohp,145.0,3,5,8.0,hold,,,conservative_hold_after_miss_or_high_rpe,none
U904-wk06-s01,U904,2026-07-13,BENCH,progression,male,advanced,183.2,1.25,bench,201.25,3,4,7.0,deload,,,planned_deload_10pct_load_1set_cut,deload
U904-wk06-s01,U904,2026-07-13,BENCH,progression,male,advanced,183.2,1.25,ohp,130.0,2,5,7.0,deload,,,planned_deload_10pct_load_1set_cut,deload
U904-wk07-s00,U904,2026-07-16,BENCH,progression,male,advanced,183.0,1.25,bench,201.25,5,4,8.0,hold,base,1.246,advanced_requires_two_very_easy_sessions_for_increase,none
U904-wk07-s00,U904,2026-07-16,BENCH,progression,male,advanced,183.0,1.25,ohp,131.25,3,5,8.0,increase,medium,0.829,conservative_increase_only_if_easy_success,none
U904-wk07-s01,U904,2026-07-19,BENCH,progression,male,advanced,183.1,1.25,bench,201.25,5,4,8.0,hold,base,1.246,conservative_hold_until_easy_success_margin,none
U904-wk07-s01,U904,2026-07-19,BENCH,progression,male,advanced,183.1,1.25,ohp,131.25,3,5,8.0,hold,medium,0.836,conservative_hold_until_easy_success_margin,none
U908-break-7d,U908,2026-08-15,UPPER,break_reset,male,intermediate,175.0,2.5,bench,185.0,3,5,8.0,hold,base,1.233,conservative_hold_until_easy_success_margin,none
U908-break-10d,U908,2026-08-18,UPPER,break_reset,male,intermediate,175.0,2.5,bench,185.0,3,5,8.0,hold,base,1.233,conservative_hold_until_easy_success_margin,none
U908-break-14d,U908,2026-08-22,UPPER,break_reset,male,intermediate,175.0,2.5,bench,167.5,3,5,8.0,decrease_small,,,break_reset_10pct_conservative,breakReset
U908-break-21d,U908,2026-08-29,UPPER,break_reset,male,intermediate,175.0,2.5,bench,157.5,3,5,8.0,decrease_small,,,break_reset_15pct_conservative,breakReset
U909-alt-gym-step-1p25,U909,2026-08-09,UPPER,edge_case,female,intermediate,132.0,1.25,bench,115.0,4,6,8.0,increase,medium,1.023,conservative_increase_only_if_easy_success,none
U909-alt-gym-step-2p5,U909,2026-08-10,UPPER,edge_case,female,intermediate,132.0,2.5,bench,115.0,4,6,8.0,increase,medium,1.023,conservative_increase_only_if_easy_success,none
U905-coarse-isolation-rep-only,U905,2026-08-12,UPPER,edge_case,other,intermediate,160.0,5.0,lateral_raise,20.0,3,14,7.5,hold,,,isolation_double_progression_add_rep_first,none
U905-coarse-isolation-rep-only,U905,2026-08-12,UPPER,edge_case,other,intermediate,160.0,5.0,biceps_curl,25.0,3,12,7.5,hold,,,isolation_double_progression_add_rep_first,none
U910-edge-negative-days,U910,2026-08-14,FB,edge_case,male,beginner,190.0,2.5,squat,190.0,3,5,7.5,increase,,,conservative_increase_only_if_easy_success,none
U911-edge-missing-today-bw,U911,2026-08-15,UPPER,edge_case,female,intermediate,140.0,1.25,bench,127.5,4,5,8.0,increase,medium,1.042,conservative_increase_only_if_easy_success,none
U907-edge-missing-hrv,U907,2026-08-16,FB,edge_case,female,beginner,150.0,2.5,bench,90.0,3,5,7.5,decrease_small,,,readiness_low_cut_5pct_conservative,readinessCut
U912-edge-rpe-outlier,U912,2026-08-17,UPPER,edge_case,male,intermediate,200.0,2.5,bench,225.0,4,5,8.0,hold,,,rpe_outlier_forced_hold,none
U913-edge-high-rpe-deload,U913,2026-08-18,LOWER,deload,female,intermediate,155.0,2.5,squat,185.0,2,5,7.0,deload,,,planned_deload_10pct_load_1set_cut,deload
U914-edge-coarse-machine-stack,U914,2026-08-19,LOWER,edge_case,male,intermediate,220.0,25.0,hack_squat,425.0,4,8,7.5,hold,,,coarse_machine_stack_forced_hold,none
U915-edge-cold-start-one-lift,U915,2026-08-20,FB,edge_case,female,beginner,145.0,2.5,bench,85.0,3,8,7.5,hold,base,0.743,conservative_hold_until_easy_success_margin,none
U915-edge-cold-start-one-lift,U915,2026-08-20,FB,edge_case,female,beginner,145.0,2.5,ohp,80.0,3,8,7.5,hold,,,cold_start_conservative_estimate,none
